speaker	role	text	extra
MARIA ROSARIA CARFAGNA	PRESIDENTE	Passiamo all'esame dell'articolo unico del disegno di legge di conversione e delle proposte emendative riferite agli articoli del decreto-legge (Vedi l’allegato A). La V Commissione (Bilancio) ha espresso il prescritto parere (Vedi l'allegato A), che è in distribuzione.	
MARIA ROSARIA CARFAGNA	PRESIDENTE	Ha chiesto di intervenire il Ministro per i Rapporti con il Parlamento, onorevole D’Incà. Ne ha facoltà.	
FEDERICO D'INCA'	Ministro per i Rapporti con il Parlamento	Signora Presidente, onorevoli deputati, a nome del Governo, autorizzato dal Consiglio dei ministri, pongo la questione di fiducia sull’approvazione, senza emendamenti, subemendamenti e articoli aggiuntivi, dell’articolo unico del disegno di legge n. 2267, di conversione in legge, con modificazioni, del decreto-legge 14 ottobre 2019, n. 111, recante misure urgenti per il rispetto degli obblighi previsti dalla direttiva 2008/50/CE sulla qualità dell’aria e proroga del termine di cui all’articolo 48, commi 11 e 13, del decreto-legge 17 ottobre 2016, n. 189 convertito, con modificazioni, dalla legge 15 dicembre 2016, n. 229, nel testo della Commissione, identico a quello approvato dal Senato.	
MARIA ROSARIA CARFAGNA	PRESIDENTE	Ha chiesto di parlare sull’ordine dei lavori l’onorevole Baldelli. Ne ha facoltà.	
SIMONE BALDELLI	FI	Grazie, Presidente. È stato con gioia e anche un po’ di commozione che ho assistito alla dichiarazione del Ministro D’Incà in cui ha posto la fiducia: la seconda fiducia nel mese di dicembre, la quinta fiducia dall’inizio dell’attività di questo sciagurato Governo. Ieri sera, Presidente, ascoltavo un’intervista del Presidente Fico in una nota trasmissione televisiva e il Presidente Fico, intervistato dal conduttore, diceva che il MoVimento 5 Stelle era passato per una fase extraistituzionale e, poi, era entrato in una fase istituzionale, che diventava la fase della maturità. Io ascolto con grande interesse le parole del Presidente Fico, a cui riconosco, se non altro, lo sforzo di operare in equilibrio e con l’ispirazione verso il buonsenso, per cui anche questa considerazione certamente la trovo condivisibile per alcuni aspetti. Quello che mi domando, e non lo domando certo al Presidente Fico, che svolge un ruolo per il quale non è giusto tirarlo nel dibattito politico, ma partendo da questa sua considerazione, chiedo ai componenti del MoVimento 5 Stelle: che cos’è la maturità? La maturità, guardate, non è soltanto cambiare atteggiamento, non è passare da quello che succedeva la scorsa legislatura, cioè dall’insultare, dall’offendere, dallo sbraitare, dall’urlare in Aula contro i Governi che mettevano la fiducia, ad essere adesso voi, al Governo, a mettere la fiducia in maniera sistematica. La maturità è ancora un altro passaggio: la maturità è chiedere scusa quando, in passato, si è fatto qualcosa di sbagliato. È dire: quello che facevamo l’anno scorso, quello che facevamo due anni fa, quello che facevamo tre anni fa, in quest’Aula, era una sciocchezza; noi abbiamo sbagliato a prendervi ad insulti, a male parole, a urlarvi contro. Quando qualcuno - peraltro, neanche del mio partito -, quando gli altri mettevano la fiducia e noi dicevamo che erano brutti, cattivi, nemici del popolo, abbiamo sbagliato: questa è la maturità. La maturità è non solo capire di avere sbagliato, ma riconoscerlo, perché, altrimenti, la vostra narrazione è quella sempre di essere voi quelli che avevate sempre ragione e gli altri quelli che avevano sempre torto. Ma com’è che quando gli altri vi dicevano che sbagliavate, e oggi fate esattamente quello contro cui vi battevate l’anno scorso, siete ancora voi ad avere ragione e gli altri ancora torto? La maturità è un fatto molto semplice, la maturità è dire: ci siamo sbagliati, avevamo torto noi e avevate ragione voi quando dicevate che chi metteva la fiducia esercitava una prerogativa costituzionale. Poi, c’è modo e modo di mettere la fiducia, ci sono modalità e modalità, motivazioni e motivazioni, passaggi e passaggi. Non è questa la fiducia che può essere paragonata alla fiducia che è stata messa sulla legge di bilancio l’anno scorso, che è passata per mezz’ora nella Commissione bilancio e, poi, nell’Aula, ma ho come la sensazione che anche questo errore sarà facile da ripetere, almeno in questo ramo del Parlamento. E allora? Allora, la riflessione è molto semplice: l’onestà intellettuale - anche quella è onestà, non è onestà solo quella di chi non ruba, l’onestà è anche quella intellettuale - di dire: signori, noi siamo al Governo, mettiamo la fiducia come e quando ci fa comodo; perché questa è la quinta, ma ce ne saranno altre in questo mese, se non altro sulle leggi di bilancio, sui decreti in scadenza, arriveremo, forse, a dieci. Allora, l’onestà intellettuale è quella di dire: scusateci, perché quello che abbiamo fatto negli altri anni era il comportamento di un movimento politico immaturo, che presumeva di avere ragione, ma che poi, alla fine, alla prova dei fatti, ha dimostrato di non avere ragione, perché la conseguenza di quell’atteggiamento è stato il fanatismo insultante, vergognoso: tutti noi abbiamo subito gli insulti dei vostri sostenitori on line, delle campagne di odio che avete messo in campo contro l’avversario politico, perché l’avversario politico non è uno che la pensa diversamente da te, ma è il ladro, è il malfattore, è il nemico del popolo. Questa era la lezione di Nilde Iotti che dovevate capire: Nilde Iotti considerava chi la pensava diversamente un avversario politico, non un nemico del popolo. Queste sono le lezioni che quando si celebrano i grandi personaggi della storia politica e istituzionale di questo Paese bisogna mettere in campo. Allora, io sono uno di quelli che sarà più contento di tutti quando il MoVimento 5 Stelle, che in questo Parlamento ha la maggioranza relativa, avrà un atteggiamento di maturità vero, come richiama il Presidente Fico; ma la maturità è la consapevolezza dei propri errori e anche l’onestà intellettuale di ammetterli.	
MARIA ROSARIA CARFAGNA	PRESIDENTE	Ha chiesto di parlare sull’ordine dei lavori l’onorevole Ziello. Ne ha facoltà.	
EDOARDO ZIELLO	LEGA	Grazie, Presidente. Il Governo, probabilmente, ha boicottato il mio microfono, perché si è staccato, quindi dovrò utilizzarlo in forma manuale.	
MARIA ROSARIA CARFAGNA	PRESIDENTE	Cambi postazione, onorevole Ziello. Prego.	
EDOARDO ZIELLO	LEGA	Grazie, Presidente. Soltanto per dire che eravamo venuti qui fiduciosi per ascoltare il Ministro, perché ci aveva promesso che avrebbe imparato a memoria la formula con la quale si mette la fiducia e, invece, ancora una volta, abbiamo dovuto vedere il Ministro leggere il foglio che gli hanno preparato quelli dei Rapporti con il Parlamento. Ci auguriamo che, per la prossima fiducia, il Ministro abbia preso ormai una dimestichezza tale che gli possa consentire di recitare la formula senza dover leggere il foglio di carta che si porta dal Ministero.	
			La seduta, sospesa alle 12,15, è ripresa alle 12,50.
			Sull’ordine dei lavori.
MARIA ROSARIA CARFAGNA	PRESIDENTE	A seguito della posizione della questione di fiducia, la Conferenza dei presidenti di gruppo è convocata alle ore 12,30 presso la biblioteca del Presidente, al fine di stabilire il prosieguo dell’esame del provvedimento. La seduta è sospesa.	
			Interventi di fine seduta.
MARIA ROSARIA CARFAGNA	PRESIDENTE	La seduta è ripresa. Comunico che, nell’odierna riunione della Conferenza dei presidenti di gruppo, convocata a seguito della posizione della questione di fiducia da parte del Governo sull’approvazione dell’articolo unico del disegno di legge n. 2267 - Conversione in legge del decreto-legge recante misure urgenti per il rispetto degli obblighi previsti dalla Direttiva 2008/50/CE sulla qualità dell’aria, nel testo della Commissione, identico a quello approvato dal Senato, è stata convenuta la seguente organizzazione dei lavori. La votazione per appello nominale avrà inizio domani, martedì 10 dicembre, alle ore 12,10, previe dichiarazioni di voto a partire dalle ore 10,45. Dopo l’appello nominale si passerà alle successive fasi di esame del provvedimento che potranno eventualmente proseguire nelle giornate successive. Il termine per la presentazione degli ordini del giorno è fissato alle ore 18,30 di oggi, lunedì 9 dicembre.	
MARIA ROSARIA CARFAGNA	PRESIDENTE	Passiamo agli interventi di fine seduta. Ha chiesto di intervenire l’onorevole Papiro. Ne ha facoltà.	
ANTONELLA PAPIRO	M5S	Grazie, Presidente. Presidente, mi è inevitabile prendere la parola in quest’Aula per porre l’attenzione sull’articolo, a dir poco vergognoso, che porta la firma di Giorgio Carbone, uscito qualche giorno fa sul quotidiano Libero. Già solo il titolo, “Hanno riesumato Nilde Iotti”, illustra l’elevata qualità del testo; testo che cita queste testuali parole in uno dei suoi grandiosi passaggi: “Era facile amarla perché era una bella emiliana simpatica e prosperosa come solo sanno esserlo le donne emiliane. Grande in cucina e grande a letto. Il massimo che (…) si chiede ad una donna”. Ora, Presidente, non intendo esprimermi sul ruolo che, a mio avviso, dovrebbe avere un giornalista nel bellissimo potere della sua libertà, tantomeno aggiungere altro a parole che ritengo indegne e vergognose. Ma, tramite lei, approfitto per invitare Feltri e Carbone, per una volta, a sforzarsi di uscire dal loro protagonismo e, dopo un bagno di umiltà, a chiedere scusa alla memoria di una donna che può essere presa solo ad esempio per l’alto valore morale e il grande coraggio; una madre della Repubblica, sorella della Resistenza, una guerriera dei diritti delle donne e di una società libera e senza pregiudizi, un grande modello da seguire che è riuscita a guadagnarsi anche il rispetto degli avversari politici, nonché degli italiani per qualcosa che va oltre la buona cucina e le forme prosperose. Il resto non lo menziono neanche. Qualcosa che è al di fuori dalla comprensione di chi si basa su valutazioni e su fondamenta costruite su pregiudizi e limiti. Autori di certi pensieri degni della peggiore società sessista e discriminatoria non meritano di pronunciare neanche il nome di chi ha reso grande la storia di questa Repubblica.	
MARIA ROSARIA CARFAGNA	PRESIDENTE	La invito a concludere.	
			Ordine del giorno della prossima seduta.
ANTONELLA PAPIRO	M5S	Concludo, Presidente. Nilde Iotti per noi è e rimane un’icona indelebile, perché siamo fieri di poter vantare donne e uomini che, con la loro forza e il loro coraggio, hanno reso grande la storia del nostro Paese (Applausi dei deputati del gruppo MoVimento 5 Stelle).	
			La seduta termina alle 12,55.
			IL CONSIGLIERE CAPO
			DEL SERVIZIO RESOCONTI
			ESTENSORE DEL PROCESSO VERBALE
			Dott. Renzo Dickmann
			Licenziato per la stampa alle 15,25 .
