speaker	role	text	extra
			PRESIDENZA DELLA VICEPRESIDENTE MARIA ROSARIA CARFAGNA
			La seduta comincia alle 12.
MARIA ROSARIA CARFAGNA	PRESIDENTE	La seduta è aperta. Invito la deputata segretaria a dare lettura del processo verbale della seduta precedente.	
FEDERICA DAGA	Segretaria	legge il processo verbale della seduta del 6 dicembre 2019.	
			Missioni.
MARIA ROSARIA CARFAGNA	PRESIDENTE	Se non vi sono osservazioni, il processo verbale si intende approvato. (È approvato). Salutiamo studenti e docenti dell’Istituto comprensivo “Silvio Pellico” di Lettere, in provincia di Napoli, che assistono ai nostri lavori dalla tribuna del pubblico (Applausi).	
			Seguito della discussione del disegno di legge: S. 1547 - Conversione in legge, con modificazioni, del decreto-legge 14 ottobre 2019, n. 111, recante misure urgenti per il rispetto degli obblighi previsti dalla direttiva 2008/50/CE sulla qualità dell'aria e proroga del termine di cui all'articolo 48, commi 11 e 13, del decreto-legge 17 ottobre 2016, n. 189, convertito, con modificazioni, dalla legge 15 dicembre 2016, n. 229 (Approvato dal Senato) (A.C. 2267) (ore 12,06).
MARIA ROSARIA CARFAGNA	PRESIDENTE	Comunico che, ai sensi dell'articolo 46, comma 2, del Regolamento, i deputati Amitrano, Ascani, Azzolina, Battelli, Benvenuto, Bergamini, Bianchi, Boccia, Bonafede, Boschi, Braga, Brescia, Buffagni, Cancelleri, Castelli, Cirielli, Colletti, Comaroli, D’Incà, D’Uva, Dadone, Sabrina De Carlo, De Maria, De Micheli, Del Re, Delmastro Delle Vedove, Delrio, Luigi Di Maio, Di Stefano, Federico, Ferraresi, Fioramonti, Gregorio Fontana, Formentini, Fraccaro, Franceschini, Frusone, Gallinella, Gallo, Gelmini, Giaccone, Giachetti, Grande, Grimoldi, Guerini, Invernizzi, Iovino, L’Abbate, Liuni, Liuzzi, Lollobrigida, Lorefice, Losacco, Lotti, Maggioni, Mauri, Molinari, Morani, Morassut, Morelli, Orrico, Orsini, Parolo, Pastorino, Rizzo, Rosato, Ruocco, Paolo Russo, Saltamartini, Scalfarotto, Carlo Sibilia, Francesco Silvestri, Sisto, Spadafora, Spadoni, Speranza, Tateo, Tofalo, Traversi, Vignaroli, Villarosa, Raffaele Volpi e Zoffili sono in missione a decorrere dalla seduta odierna. I deputati in missione sono complessivamente novanta, come risulta dall'elenco depositato presso la Presidenza e che sarà pubblicato nell'allegato A al resoconto della seduta odierna (Ulteriori comunicazioni all'Assemblea saranno pubblicate nell'allegato A al resoconto della seduta odierna).	
			(Esame dell'articolo unico - A.C. 2267)
MARIA ROSARIA CARFAGNA	PRESIDENTE	L’ordine del giorno reca il seguito della discussione del disegno di legge, già approvato dal Senato, n. 2267: Conversione in legge, con modificazioni, del decreto-legge 14 ottobre 2019, n. 111, recante misure urgenti per il rispetto degli obblighi previsti dalla direttiva 2008/50/CE sulla qualità dell'aria e proroga del termine di cui all'articolo 48, commi 11 e 13, del decreto-legge 17 ottobre 2016, n. 189, convertito, con modificazioni, dalla legge 15 dicembre 2016, n. 229. Ricordo che, nella seduta del 6 dicembre, si è conclusa la discussione sulle linee generali e il relatore e il rappresentante del Governo hanno rinunciato ad intervenire in sede di replica.	
			(Posizione della questione di fiducia - Articolo unico - A.C. 2267)
