speaker	role	text	extra
			La seduta, sospesa alle 15,50, è ripresa alle 16,30.
			PRESIDENZA DEL PRESIDENTE ROBERTO FICO
			Comunicazione del risultato della votazione per l’elezione di un Segretario di Presidenza, ai sensi dell'articolo 5, commi 4 e 6, del Regolamento.
ROBERTO FICO	PRESIDENTE	Dichiaro chiusa la votazione. Invito i deputati segretari a procedere, nella sala dei Ministri, allo spoglio delle schede. Sospendo la seduta fino al termine delle operazioni di scrutinio.	
			Sull’ordine dei lavori (ore 16,33).
ROBERTO FICO	PRESIDENTE	Comunico il risultato della votazione per l’elezione di un Segretario di Presidenza, ai sensi dell'articolo 5, commi 4 e 6, del Regolamento: Presenti e votanti … 543 Hanno ottenuto voti: Pastorino 439; Stumpo 2; Rostan 1. Schede bianche … 84 Schede nulle … 17 Proclamo eletto Segretario di Presidenza il deputato Luca Pastorino. Hanno preso parte alla votazione: Acquaroli Francesco Acunzo Nicola Adelizzi Cosimo Aiello Davide Aiello Piera Alemanno Maria Soave Amitrano Alessandro Andreuzza Giorgia Angelucci Antonio Angiola Nunzio Annibali Lucia Aprile Nadia Aresta Giovanni Luca Ascani Anna Ascari Stefania Azzolina Lucia Badole Mirco Bagnasco Roberto Baldelli Simone Baratto Raffaele Barbuto Elisabetta Maria Barelli Paolo Baroni Annalisa Baroni Massimo Enrico Bartolozzi Giusi Basini Giuseppe Battelli Sergio Battilocchio Alessandro Bazoli Alfredo Bazzaro Alex Bella Marco Bellachioma Giuseppe Ercole Belotti Daniele Benamati Gianluca Bendinelli Davide Benedetti Silvia Benigni Stefano Benvenuto Alessandro Manuel Berardini Fabio Bergamini Deborah Berlinghieri Marina Bersani Pier Luigi Berti Francesco Bianchi Matteo Luigi Bignami Galeazzo Billi Simone Bilotti Anna Binelli Diego Bisa Ingrid Bitonci Massimo Boccia Francesco Boldi Rossana Boldrini Laura Bologna Fabiola Bond Dario Boniardi Fabio Massimo Bonomo Francesca Bordonali Simona Borghi Claudio Borghi Enrico Braga Chiara Brescia Giuseppe Brunetta Renato Bruno Bossio Vincenza Bruno Raffaele Bucalo Carmela Buompane Giuseppe Businarolo Francesca Butti Alessio Cabras Pino Caffaratto Gualtiero Caiata Salvatore Calabria Annagrazia Campana Micaela Cancelleri Azzurra Pia Maria Cannatelli Pasquale Cantalamessa Gianluca Cantini Laura Cantone Carla Cantone Luciano Caparvi Virginio Capitanio Massimiliano Cappellacci Ugo Cappellani Santi Carabetta Luca Carbonaro Alessandra Cardinale Daniela Carelli Emilio Caretta Maria Cristina Carfagna Maria Rosaria Carinelli Paola Carnevali Elena Carrara Maurizio Casa Vittoria Casciello Luigi Casino Michele Caso Andrea Cassese Gianpaolo Cassinelli Roberto Castelli Laura Castiello Giuseppina Cataldi Roberto Cattaneo Alessandro Cattoi Maurizio Cattoi Vanessa Cavandoli Laura Ceccanti Stefano Cecchetti Fabrizio Cecconi Andrea Centemero Giulio Cestari Emanuele Chiazzese Giuseppe Ciaburro Monica Ciampi Lucia Cillis Luciano Ciprini Tiziana Coin Dimitri Colaninno Matteo Colla Jari Colmellere Angela Colucci Ale Comaroli Silvana Andreina Comencini Vito Cominardi Claudio Conte Federico Corda Emanuela Corneli Valentina Cortelazzo Piergiorgio Costanzo Jessica Crippa Andrea Crippa Davide Cristina Mirella Critelli Francesco Cubeddu Sebastiano Cunial Sara Currò Giovanni D'Alessandro Camillo D'Ambrosio Giuseppe D'Arrando Celeste D'Attis Mauro D'Eramo Luigi D'Ettore Felice Maurizio D'Incà Federico D'Ippolito Giuseppe D'Orso Valentina D'Uva Francesco Dadone Fabiana Daga Federica Dal Moro Gian Pietro Dall'Osso Matteo Dara Andrea De Angelis Sara De Carlo Luca De Carlo Sabrina De Filippo Vito De Giorgi Rosalba De Girolamo Carlo Ugo De Lorenzis Diego De Lorenzo Rina De Luca Piero De Maria Andrea De Martini Guido De Menech Roger De Micheli Paola De Toma Massimiliano Deiana Paola Deidda Salvatore Del Grosso Daniele Del Monaco Antonio Del Re Emanuela Claudia Del Sesto Margherita Delmastro Delle Vedove Andrea Delrio Graziano Di Lauro Carmen Di Muro Flavio Di Sarno Gianfranco Di Stasio Iolanda Di Stefano Manlio Dieni Federica Donina Giuseppe Cesare Donno Leonardo Donzelli Giovanni Dori Devis Ehm Yana Chiara Emiliozzi Mirella Epifani Ettore Guglielmo Ermellino Alessandra Ermini David Fantinati Mattia Fantuz Marica Faro Marialuisa Fasano Vincenzo Fascina Marta Antonia Fassina Stefano Fatuzzo Carlo Federico Antonio Ferraresi Vittorio Ferrari Roberto Paolo Ferri Cosimo Maria Ferro Wanda Fiano Emanuele Ficara Paolo Fidanza Carlo Fioramonti Lorenzo Fiorini Benedetta Fitzgerald Nissoli Fucsia Flati Francesca Fogliani Ketty Fontana Gregorio Fontana Ilaria Fontana Lorenzo Forciniti Francesco Formentini Paolo Fornaro Federico Foscolo Sara Fragomeli Gian Mario Frassinetti Paola Frassini Rebecca Frate Flora Fratoianni Nicola Fregolent Silvia Frusone Luca Fugatti Maurizio Furgiuele Domenico Fusacchia Alessandro Gadda Maria Chiara Gagliardi Manuela Gagnarli Chiara Galantino Davide Galli Dario Gallinella Filippo Gallo Luigi Garavaglia Massimo Gariglio Davide Gastaldi Flavio Gava Vannia Gebhard Renate Gelmini Mariastella Gemmato Marcello Gerardi Francesca Germanà Antonino Giaccone Andrea Giachetti Roberto Giacomelli Antonello Giacometti Antonietta Giacometto Carlo Giacomoni Sestino Giannone Veronica Giarrizzo Andrea Giglio Vigna Alessandro Giordano Conny Giorgetti Giancarlo Giorgis Andrea Giuliano Carla Giuliodori Paolo Gobbato Claudia Golinelli Guglielmo Grande Marta Gribaudo Chiara Grillo Giulia Grimaldi Nicola Grippa Carmela Gubitosa Michele Guerini Lorenzo Guidesi Guido Gusmeroli Alberto Luigi Ianaro Angela Iezzi Igor Giancarlo Incerti Antonella Invernizzi Cristian Invidia Niccolò Iorio Marianna Iovino Luigi L'Abbate Giuseppe La Marca Francesca Labriola Vincenza Lacarra Marco Lapia Mara Latini Giorgia Lattanzio Paolo Lazzarini Arianna Legnaioli Donatella Librandi Gianfranco Licatini Caterina Liuni Marzio Liuzzi Mirella Lo Monte Carmelo Locatelli Alessandra Lolini Mario Lollobrigida Francesco Lombardo Antonio Lorefice Marialucia Lorenzoni Eva Lorenzoni Gabriele Lovecchio Giorgio Lucaselli Ylenja Lucchini Elena Maccanti Elena Macina Anna Maggioni Marco Magi Riccardo Maglione Pasquale Mammì Stefania Manca Alberto Manca Gavino Mancini Claudio Mandelli Andrea Maniero Alvise Manzato Franco Manzo Teresa Maraia Generoso Marattin Luigi Marchetti Riccardo Augusto Mariani Felice Marin Marco Marino Bernardo Marrocco Patrizia Martina Maurizio Martinciglio Vita Martino Antonio Marzana Maria Maschio Ciro Masi Angela Maturi Filippo Mauri Matteo Mazzetti Erica Melicchio Alessandro Menga Rosa Miceli Carmelo Micillo Salvatore Migliore Gennaro Migliorino Luca Minardo Antonino Misiti Carmelo Massimo Molinari Riccardo Mollicone Federico Molteni Nicola Montaruli Augusta Mor Mattia Morani Alessia Morelli Alessandro Moretto Sara Morgoni Mario Morrone Jacopo Moschioni Daniele Mugnai Stefano Mulè Giorgio Mura Andrea Mura Romina Murelli Elena Muroni Rossella Napoli Osvaldo Nappi Silvana Nardi Martina Nesci Dalila Nevi Raffaele Nitti Michele Nobili Luciano Noja Lisa Novelli Roberto Occhionero Giuseppina Occhiuto Roberto Olgiati Riccardo Orrico Anna Laura Osnato Marco Padoan Pietro Carlo Pagani Alberto Pagano Alessandro Pagano Ubaldo Paita Raffaella Palazzotto Erasmo Pallini Maria Palmisano Valentina Panizzut Massimiliano Paolini Luca Rodolfo Papiro Antonella Parentela Paolo Parisse Martina Parolo Ugo Pastorino Luca Patassini Tullio Patelli Cristina Paternoster Paolo Paxia Maria Laura Pedrazzini Claudio Pella Roberto Pellicani Nicola Pentangelo Antonio Perantoni Mario Perconti Filippo Giuseppe Perego Di Cremnago Matteo Pettarin Guido Germano Pettazzi Lino Pezzopane Stefania Piastra Carlo Piccoli Nardelli Flavia Pignatone Dedalo Cosimo Gaetano Plangger Albrecht Polidori Catia Pollastrini Barbara Polverini Renata Porchietto Claudia Potenti Manfredi Prestipino Patrizia Pretto Erik Umberto Prisco Emanuele Provenza Nicola Quartapelle Procopio Lia Racchella Germano Raciti Fausto Raduzzi Raphael Raffa Angela Raffaelli Elena Rampelli Fabio Ravetto Laura Ribolla Alberto Ricciardi Riccardo Ripani Elisabetta Rixi Edoardo Rizzo Nervo Luca Rizzone Marco Romaniello Cristian Romano Paolo Nicolò Rosato Ettore Rospi Gianluca Rossello Cristina Rossi Andrea Rossini Emanuela Rossini Roberto Rosso Roberto Rostan Michela Rotelli Mauro Ruffino Daniela Ruggieri Andrea Ruggiero Francesca Anna Ruocco Carla Russo Giovanni Russo Paolo Saccani Jotti Gloria M.R. Saitta Eugenio Salafia Angela Saltamartini Barbara Sangregorio Eugenio Sapia Francesco Sarli Doriana Sarro Carlo Sarti Giulia Sasso Rossano Savino Elvira Savino Sandra Scalfarotto Ivan Scanu Lucia Scerra Filippo Schirò Angela Schullian Manfred Scoma Francesco Scutellà Elisa Segnana Stefania Segneri Enrica Sensi Filippo Serracchiani Debora Serritella Davide Siani Paolo Sibilia Carlo Sibilia Cosimo Silli Giorgio Silvestri Francesco Silvestri Rachele Silvestroni Marco Siracusano Matilde Siragusa Elisa Sisto Francesco Paolo Soverini Serse Sozzani Diego Spadafora Vincenzo Spadoni Maria Edera Spena Maria Speranza Roberto Spessotto Arianna Sportiello Gilda Squeri Luca Stefani Alberto Stumpo Nicola Suriano Simona Sut Luca Tabacci Bruno Tarantino Leonardo Tartaglione Annaelsa Tasso Antonio Tateo Anna Rita Termini Guia Terzoni Patrizia Testamento Rosa Alba Tiramani Paolo Tofalo Angelo Tomasi Maura Tombolato Giovanni Battista Tonelli Gianni Topo Raffaele Torto Daniela Trancassini Paolo Trano Raffaele Tripiedi Davide Tripodi Elisa Tripodi Maria Trizzino Giorgio Troiano Francesca Tucci Riccardo Turri Roberto Tuzi Manuel Ungaro Massimo Valbusa Vania Valente Simone Vallascas Andrea Vallotto Sergio Varrica Adriano Vazio Franco Verini Walter Versace Giuseppina Vianello Giovanni Vietina Simona Vignaroli Stefano Villani Virginia Villarosa Alessio Vinci Gianluca Viscomi Antonio Vitiello Catello Vito Elio Viviani Lorenzo Vizzini Gloria Volpi Leda Volpi Raffaele Zanella Federica Zanettin Pierantonio Zangrillo Paolo Zanichelli Davide Zanotelli Giulia Zennaro Antonio Zicchieri Francesco Ziello Edoardo Zoffili Eugenio Zolezzi Alberto Zucconi Riccardo Sono in missione: Baldino Vittoria Boschi Maria Elena Cirielli Edmondo Del Basso De Caro Umberto Franceschini Dario Lotti Luca Orlando Andrea Pizzetti Luciano Terzi Claudia Maria	
			Ordine del giorno della prossima seduta.
ROBERTO FICO	PRESIDENTE	Comunico che, nell’odierna riunione della Conferenza dei presidenti di gruppo, si è convenuto di procedere all’istituzione di una Commissione speciale per l’esame del Documento di economia e finanza e di altri atti urgenti trasmessi dal Governo, ai sensi dell’articolo 22, comma 2, del Regolamento. La relativa deliberazione sarà iscritta all’ordine del giorno della seduta di martedì 10 aprile, alle ore 15. La Conferenza dei presidenti di gruppo sarà nuovamente convocata nel corso della settimana per stabilire gli argomenti da assegnare alla competenza della Commissione speciale.	
			La seduta termina alle 16,35.
			IL CONSIGLIERE CAPO
			DEL SERVIZIO RESOCONTI
			ESTENSORE DEL PROCESSO VERBALE
			Dott. Renzo Dickmann
			Licenziato per la stampa alle 17,20.
