speaker	role	text	extra
ROBERTO GIACHETTI	PRESIDENTE	Indico la votazione per schede per l'elezione del Presidente della Camera. Avverto che, trattandosi del secondo scrutinio, a norma dell'articolo 4, comma 2, del Regolamento, è richiesta per l'elezione la maggioranza dei due terzi dei voti, computando tra di essi anche le schede bianche, oltre che, ovviamente, le schede nulle, come da prassi assolutamente costante. Conformemente alla prassi relativa alle votazioni per schede, la chiama sarà effettuata secondo l'ordine alfabetico. Avverto altresì che ciascun deputato, dopo essere stato chiamato, all'atto di accedere al corridoio di votazione, riceverà dagli assistenti parlamentari una scheda sulla quale potrà indicare un solo nominativo e che dovrà essere inserita nell'urna posta al di fuori della cabina. Le schede recanti più di un nominativo saranno dichiarate nulle. Avverto, inoltre, che avendo taluni deputati lo stesso cognome, ove si intenda votare per uno di essi, occorrerà indicare sulla scheda - ai fini dell'attribuzione del voto - sia il cognome sia il nome dell'interessato. Saranno inoltre considerate nulle le schede recanti segni di riconoscimento. Prima di procedere alla chiama, avverto che la Presidenza autorizzerà a votare anticipatamente i deputati che ne facciano richiesta per gravi problemi di salute. Per agevolare le operazioni di voto, invito i deputati ad avvicinarsi al banco della Presidenza seguendo il proprio turno di votazione, che è evidenziato sul tabellone elettronico, evitando, quindi, di stazionare nell'emiciclo e di rendere così più difficoltose le operazioni di voto. Invito i deputati segretari a procedere alla prima chiama dei deputati. (Segue la votazione). Colleghi, vorrei fare una precisazione: in quest’Aula, per Regolamento, è vietato fare fotografie con i cellulari. Il Presidente, essendo il primo giorno, ha cercato di essere flessibile. Pregherei, per favore, però adesso… Grazie. (Segue la votazione). Dichiaro chiusa la votazione. A norma dell'articolo 6, comma 1, del Regolamento, procederò, coadiuvato dai deputati Segretari, allo spoglio delle schede. (Segue lo spoglio delle schede). Nel frattempo, rammento a tutti i colleghi che chi non è interessato allo spoglio può tranquillamente uscire e conversare fuori dall’Aula, in maniera che tutto rimanga più semplice. Vi ringrazio. (Segue lo spoglio delle schede). Comunico il risultato della votazione: Presenti e votanti…..…………………611 Maggioranza dei due terzi dei voti …..408 Hanno ottenuto voti: Tripiedi 4; Bond 3; Stumpo 3; Brunetta 2; Ermini 2; Muroni 2. Voti dispersi ………12 Schede bianche….....577 Schede nulle………..6 Poiché nessun deputato ha ottenuto la maggioranza dei due terzi dei voti prescritta dall’articolo 4, comma 2, del Regolamento, sarà necessario procedere ad una nuova votazione. Sospendo brevemente la seduta che riprenderà alle ore 18 per la comunicazione dell’orario e del giorno del prossimo scrutinio. Hanno preso parte alla votazione: Acquaroli Francesco Acunzo Nicola Adelizzi Cosimo Aiello Davide Aiello Piera Alaimo Roberta Alemanno Maria Soave Amitrano Alessandro Andreuzza Giorgia Angelucci Antonio Angiola Nunzio Annibali Lucia Anzaldi Michele Aprea Valentina Aprile Nadia Aresta Giovanni Luca Ascani Anna Ascari Stefania Azzolina Lucia Badole Mirco Bagnasco Roberto Baldelli Simone Baldino Vittoria Baratto Raffaele Barbuto Elisabetta Maria Barelli Paolo Baroni Annalisa Baroni Massimo Enrico Bartolozzi Giusi Basini Giuseppe Battelli Sergio Battilocchio Alessandro Bazoli Alfredo Bazzaro Alex Bella Marco Bellachioma Giuseppe Ercole Bellucci Maria Teresa Belotti Daniele Benamati Gianluca Bendinelli Davide Benedetti Silvia Benigni Stefano Benvenuto Alessandro Manuel Berardini Fabio Bergamini Deborah Berlinghieri Marina Bersani Pier Luigi Berti Francesco Bianchi Matteo Luigi Biancofiore Michaela Bignami Galeazzo Billi Simone Bilotti Anna Binelli Diego Bisa Ingrid Bitonci Massimo Boccia Francesco Boldi Rossana Boldrini Laura Bologna Fabiola Bonafede Alfonso Bond Dario Boniardi Fabio Massimo Bonomo Francesca Bordo Michele Bordonali Simona Borghese Mario Alejandro Borghi Claudio Borghi Enrico Boschi Maria Elena Braga Chiara Brescia Giuseppe Brunetta Renato Bruno Bossio Vincenza Bruno Raffaele Bucalo Carmela Buompane Giuseppe Businarolo Francesca Butti Alessio Cabras Pino Cadeddu Luciano Caffaratto Gualtiero Caiata Salvatore Calabria Annagrazia Campana Micaela Cannatelli Pasquale Cannizzaro Francesco Cantalamessa Gianluca Cantini Laura Cantone Carla Caon Roberto Caparvi Virginio Capitanio Massimiliano Cappellacci Ugo Cappellani Santi Carabetta Luca Carbonaro Alessandra Cardinale Daniela Carè Nicola Carelli Emilio Caretta Maria Cristina Carfagna Maria Rosaria Carinelli Paola Carnevali Elena Carrara Maurizio Casa Vittoria Casciello Luigi Casino Michele Caso Andrea Cassese Gianpaolo Cassinelli Roberto Castiello Giuseppina Cataldi Roberto Cattaneo Alessandro Cattoi Maurizio Cattoi Vanessa Cavandoli Laura Ceccanti Stefano Cecchetti Fabrizio Cecconi Andrea Cenni Susanna Centemero Giulio Cestari Emanuele Chiazzese Giuseppe Ciaburro Monica Ciampi Lucia Cillis Luciano Cimino Rosalba Ciprini Tiziana Cirielli Edmondo Coin Dimitri Colaninno Matteo Colla Jari Colletti Andrea Colmellere Angela Colucci Ale Comaroli Silvana Andreina Comencini Vito Cominardi Claudio Conte Federico Corda Emanuela Corneli Valentina Cortelazzo Piergiorgio Costa Enrico Costanzo Jessica Covolo Silvia Crippa Andrea Crippa Davide Cristina Mirella Critelli Francesco Cubeddu Sebastiano Cunial Sara Currò Giovanni D'Alessandro Camillo D'Ambrosio Giuseppe D'Arrando Celeste D'Attis Mauro D'Eramo Luigi D'Ettore Felice Maurizio D'Incà Federico D'Ippolito Pino D'Orso Valentina D'Uva Francesco Dadone Fabiana Daga Federica Dal Moro Gian Pietro Dall'Osso Matteo Dara Andrea De Angelis Sara De Carlo Luca De Carlo Sabrina De Filippo Vito De Giorgi Rosalba De Girolamo Carlo Ugo De Lorenzis Diego De Lorenzo Rina De Luca Piero De Maria Andrea De Martini Guido De Menech Roger De Micheli Paola De Toma Massimiliano Deiana Paola Deidda Salvatore Del Barba Mauro Del Basso De Caro Umberto Del Grosso Daniele Del Monaco Antonio Del Re Emanuela Claudia Del Sesto Margherita Della Frera Guido Delmastro Delle Vedove Andrea Delrio Graziano Di Giorgi Rosa Maria Di Lauro Carmen Di Maio Luigi Di Maio Marco Di Muro Flavio Di San Martino Lorenzato Di Ivrea Luis Roberto Di Sarno Gianfranco Di Stasio Iolanda Dieni Federica Donina Giuseppe Cesare Donno Leonardo Donzelli Giovanni Dori Devis Durigon Claudio Ehm Yana Chiara Emiliozzi Mirella Epifani Ettore Guglielmo Ermellino Alessandra Ermini David Fantinati Mattia Fantuz Marica Faro Marialuisa Fasano Vincenzo Fascina Marta Antonia Fassina Stefano Fassino Piero Fatuzzo Carlo Federico Antonio Fedriga Massimiliano Ferraioli Marzia Ferraresi Vittorio Ferrari Roberto Paolo Ferri Cosimo Maria Ferro Wanda Fiano Emanuele Ficara Paolo Fico Roberto Fidanza Carlo Fioramonti Lorenzo Fiorini Benedetta Fitzgerald Nissoli Fucsia Flati Francesca Fogliani Ketty Fontana Gregorio Fontana Ilaria Fontana Lorenzo Forciniti Francesco Formentini Paolo Fornaro Federico Foscolo Sara Foti Tommaso Fragomeli Gian Mario Franceschini Dario Frassinetti Paola Frassini Rebecca Frate Flora Fratoianni Nicola Fregolent Silvia Fugatti Maurizio Furgiuele Domenico Fusacchia Alessandro Gadda Maria Chiara Gagliardi Manuela Gagnarli Chiara Galantino Davide Galizia Francesca Galli Dario Gallinella Filippo Gallo Luigi Garavaglia Massimo Gariglio Davide Gastaldi Flavio Gava Vannia Gebhard Renate Gelmini Mariastella Gemmato Marcello Gerardi Francesca Germanà Antonino Giaccone Andrea Giacomelli Antonello Giacometti Antonietta Giacometto Carlo Giacomoni Sestino Giannone Veronica Giarrizzo Andrea Giglio Vigna Alessandro Giordano Conny Giorgetti Giancarlo Giorgis Andrea Giuliano Carla Giuliodori Paolo Gobbato Claudia Golinelli Guglielmo Grande Marta Gribaudo Chiara Grillo Giulia Grimaldi Nicola Grimoldi Paolo Grippa Carmela Gubitosa Michele Guerini Lorenzo Guidesi Guido Gusmeroli Alberto Luigi Ianaro Angela Iezzi Igor Giancarlo Incerti Antonella Invernizzi Cristian Invidia Niccolò Iorio Marianna Iovino Luigi L'Abbate Giuseppe La Marca Francesca Labriola Vincenza Lacarra Marco Lapia Mara Latini Giorgia Lattanzio Paolo Lazzarini Arianna Legnaioli Donatella Lepri Stefano Librandi Gianfranco Licatini Caterina Liuni Marzio Liuzzi Mirella Lo Monte Carmelo Locatelli Alessandra Lolini Mario Lollobrigida Francesco Lombardo Antonio Longo Fausto Lorefice Marialucia Lorenzin Beatrice Lorenzoni Eva Lorenzoni Gabriele Losacco Alberto Lotti Luca Lovecchio Giorgio Lucaselli Ylenja Lucchini Elena Lupi Maurizio Maccanti Elena Macina Anna Madia Maria Anna Maggioni Marco Magi Riccardo Maglione Pasquale Mammì Stefania Manca Alberto Manca Gavino Mancini Claudio Mandelli Andrea Maniero Alvise Manzato Franco Manzo Teresa Maraia Generoso Marattin Luigi Marchetti Riccardo Augusto Mariani Felice Marin Marco Marino Bernardo Marrocco Patrizia Martina Maurizio Martinciglio Vita Martino Antonio Marzana Maria Maschio Ciro Masi Angela Maturi Filippo Mauri Matteo Mazzetti Erica Melicchio Alessandro Meloni Giorgia Menga Rosa Miceli Carmelo Micillo Salvatore Migliore Gennaro Migliorino Luca Milanato Lorena Minardo Antonino Minniti Marco Misiti Carmelo Massimo Molinari Riccardo Mollicone Federico Molteni Nicola Montaruli Augusta Mor Mattia Morani Alessia Morassut Roberto Morelli Alessandro Morgoni Mario Morrone Jacopo Moschioni Daniele Mugnai Stefano Mulè Giorgio Mura Andrea Mura Romina Murelli Elena Muroni Rossella Musella Graziano Nanni Iolanda Napoli Osvaldo Nappi Silvana Nardi Martina Navarra Pietro Nesci Dalila Nevi Raffaele Nitti Michele Nobili Luciano Noja Lisa Novelli Roberto Occhionero Giuseppina Occhiuto Roberto Olgiati Riccardo Orfini Matteo Orlando Andrea Orrico Anna Laura Orsini Andrea Osnato Marco Padoan Pietro Carlo Pagani Alberto Pagano Ubaldo Paita Raffaella Palazzotto Erasmo Pallini Maria Palmieri Antonio Palmisano Valentina Panizzut Massimiliano Paolini Luca Rodolfo Papiro Antonella Parentela Paolo Parisse Martina Parolo Ugo Pastorino Luca Patassini Tullio Patelli Cristina Paternoster Paolo Paxia Maria Laura Pedrazzini Claudio Pella Roberto Pellicani Nicola Pentangelo Antonio Perantoni Mario Perconti Filippo Giuseppe Perego Di Cremnago Matteo Pettarin Guido Germano Pettazzi Lino Pezzopane Stefania Piastra Carlo Picchi Guglielmo Piccoli Nardelli Flavia Pignatone Dedalo Cosimo Gaetano Pini Giuditta Pittalis Pietro Pizzetti Luciano Plangger Albrecht Polidori Catia Pollastrini Barbara Polverini Renata Porchietto Claudia Portas Giacomo Potenti Manfredi Prestigiacomo Stefania Prestipino Patrizia Pretto Erik Umberto Prisco Emanuele Provenza Nicola Quartapelle Procopio Lia Racchella Germano Raciti Fausto Raduzzi Raphael Raffa Angela Raffaelli Elena Rampelli Fabio Ribolla Alberto Ricciardi Riccardo Ripani Elisabetta Rixi Edoardo Rizzetto Walter Rizzo Gianluca Rizzo Nervo Luca Rizzone Marco Romaniello Cristian Romano Andrea Romano Paolo Nicolò Rosato Ettore Rospi Gianluca Rossello Cristina Rossi Andrea Rossini Emanuela Rossini Roberto Rosso Roberto Rostan Michela Rotelli Mauro Rotondi Gianfranco Rotta Alessia Ruffino Daniela Ruggiero Francesca Anna Ruocco Carla Russo Giovanni Russo Paolo Saccani Jotti Gloria M.R. Saitta Eugenio Salafia Angela Saltamartini Barbara Sangregorio Eugenio Santelli Jole Sapia Francesco Sarli Doriana Sarro Carlo Sarti Giulia Sasso Rossano Savino Elvira Savino Sandra Scagliusi Emanuele Scalfarotto Ivan Scanu Lucia Scerra Filippo Schirò Angela Schullian Manfred Scoma Francesco Scutellà Elisa Segnana Stefania Segneri Enrica Serracchiani Debora Serritella Davide Sgarbi Vittorio Siani Paolo Sibilia Carlo Sibilia Cosimo Silli Giorgio Silvestri Francesco Silvestri Rachele Silvestroni Marco Siracusano Matilde Siragusa Elisa Sisto Francesco Paolo Sodano Michele Sorte Alessandro Soverini Serse Sozzani Diego Spadafora Vincenzo Spadoni Maria Edera Spena Maria Speranza Roberto Spessotto Arianna Sportiello Gilda Stefani Alberto Stumpo Nicola Suriano Simona Sut Luca Tabacci Bruno Tarantino Leonardo Tartaglione Annaelsa Tasso Antonio Tateo Anna Rita Termini Guia Terzi Claudia Maria Terzoni Patrizia Testamento Rosa Alba Tiramani Paolo Toccafondi Gabriele Tofalo Angelo Tomasi Maura Tombolato Giovanni Battista Tondo Renzo Tonelli Gianni Topo Raffaele Torto Daniela Trancassini Paolo Trano Raffaele Traversi Roberto Tripiedi Davide Tripodi Elisa Tripodi Maria Trizzino Giorgio Troiano Francesca Tucci Riccardo Turri Roberto Tuzi Manuel Ungaro Massimo Vacca Gianluca Valbusa Vania Valente Simone Valentini Valentino Vallascas Andrea Vallotto Sergio Varchi Maria Carolina Varrica Adriano Vazio Franco Verini Walter Versace Giuseppina Vianello Giovanni Vietina Simona Vignaroli Stefano Villani Virginia Villarosa Alessio Mattia Vinci Gianluca Viscomi Antonio Vitiello Catello Vito Elio Viviani Lorenzo Vizzini Gloria Volpi Leda Volpi Raffaele Zan Alessandro Zanella Federica Zanettin Pierantonio Zangrillo Paolo Zanichelli Davide Zanotelli Giulia Zardini Diego Zennaro Antonio Zicchieri Francesco Ziello Edoardo Zoffili Eugenio Zolezzi Alberto Zordan Adolfo Zucconi Riccardo Sono in missione: Ravetto Laura	
			La seduta, sospesa alle 18,01, è ripresa alle 18,05.
			(Terzo scrutinio)
ROBERTO GIACHETTI	PRESIDENTE	La seduta è ripresa. Procederemo al terzo scrutinio a partire dalle ore 18,05. La seduta è sospesa.	
ROBERTO GIACHETTI	PRESIDENTE	Indico la votazione per schede per l'elezione del Presidente della Camera. Avverto che, trattandosi del terzo scrutinio, a norma dell'articolo 4, comma 2, del Regolamento, è richiesta per l'elezione la maggioranza dei due terzi dei voti, computando tra di essi anche le schede bianche, oltre che, ovviamente, le schede nulle, come da prassi assolutamente costante. Conformemente alla prassi relativa alle votazioni per schede, la chiama sarà effettuata secondo l'ordine alfabetico. Avverto, altresì, che ciascun deputato, dopo essere stato chiamato, all'atto di accedere al corridoio di votazione, riceverà dagli assistenti parlamentari una scheda sulla quale potrà indicare un solo nominativo e che dovrà essere inserita nell'urna posta al di fuori della cabina. Le schede recanti più di un nominativo saranno dichiarate nulle. Avverto, inoltre, che, avendo taluni deputati lo stesso cognome, ove si intenda votare per uno di essi, occorrerà indicare sulla scheda, ai fini dell'attribuzione del voto, sia il cognome sia il nome dell'interessato. In mancanza dell’indicazione del nome, il voto sarà considerato nullo. Saranno, inoltre, considerate nulle le schede recanti segni di riconoscimento. Prima di procedere alla chiama, avverto che la Presidenza autorizzerà a votare anticipatamente i deputati che ne facciano richiesta per gravi problemi di salute. Per agevolare le operazioni di voto, invito i deputati ad avvicinarsi al banco della Presidenza seguendo il proprio turno di votazione, che è evidenziato sul tabellone elettronico, evitando, quindi, di stazionare nell'emiciclo e di rendere così più difficoltose le operazioni di voto. Indico la votazione per schede per l'elezione del Presidente della Camera. Invito i deputati segretari a procedere alla chiama dei deputati. (Segue la votazione). Dichiaro chiusa la votazione. A norma dell’articolo 6, comma 1, del Regolamento, procederò, coadiuvato dai deputati segretari, allo spoglio delle schede. (Segue lo spoglio delle schede). Comunico il risultato della votazione: Presenti e votanti…..…………………604 Maggioranza dei due terzi dei voti…. 403. Hanno ottenuto voti: Stumpo 7; Ermini 3; Menga 3. Voti dispersi ………...18 Schede bianche……..569 Schede nulle…………..4. Poiché nessun deputato ha ottenuto la maggioranza dei due terzi dei voti, prescritta dall’articolo 4, comma 2, del Regolamento, sarà necessario procedere ad una nuova votazione, che avrà luogo domani, sabato 24 marzo, alle ore 10,30. Hanno preso parte alla votazione: Acquaroli Francesco Acunzo Nicola Adelizzi Cosimo Aiello Davide Aiello Piera Alaimo Roberta Alemanno Maria Soave Amitrano Alessandro Andreuzza Giorgia Angiola Nunzio Annibali Lucia Anzaldi Michele Aprea Valentina Aprile Nadia Aresta Giovanni Luca Ascani Anna Ascari Stefania Azzolina Lucia Badole Mirco Bagnasco Roberto Baldelli Simone Baldino Vittoria Baratto Raffaele Barbuto Elisabetta Maria Barelli Paolo Baroni Annalisa Baroni Massimo Enrico Bartolozzi Giusi Basini Giuseppe Battelli Sergio Battilocchio Alessandro Bazzaro Alex Bella Marco Bellachioma Giuseppe Ercole Bellucci Maria Teresa Belotti Daniele Benamati Gianluca Bendinelli Davide Benedetti Silvia Benigni Stefano Benvenuto Alessandro Manuel Berardini Fabio Bergamini Deborah Berlinghieri Marina Bersani Pier Luigi Berti Francesco Bianchi Matteo Luigi Biancofiore Michaela Bignami Galeazzo Billi Simone Bilotti Anna Binelli Diego Bisa Ingrid Bitonci Massimo Boccia Francesco Boldi Rossana Boldrini Laura Bologna Fabiola Bonafede Alfonso Bond Dario Boniardi Fabio Massimo Bonomo Francesca Bordo Michele Bordonali Simona Borghese Mario Alejandro Borghi Claudio Borghi Enrico Boschi Maria Elena Braga Chiara Brescia Giuseppe Bruno Bossio Vincenza Bruno Raffaele Bucalo Carmela Buffagni Stefano Buompane Giuseppe Businarolo Francesca Butti Alessio Cabras Pino Cadeddu Luciano Caffaratto Gualtiero Caiata Salvatore Calabria Annagrazia Campana Micaela Cannizzaro Francesco Cantalamessa Gianluca Cantini Laura Cantone Carla Caon Roberto Caparvi Virginio Capitanio Massimiliano Cappellacci Ugo Cappellani Santi Carabetta Luca Carbonaro Alessandra Cardinale Daniela Carè Nicola Carelli Emilio Caretta Maria Cristina Carfagna Maria Rosaria Carinelli Paola Carnevali Elena Carrara Maurizio Casa Vittoria Casciello Luigi Casino Michele Caso Andrea Cassese Gianpaolo Cassinelli Roberto Castelli Laura Castiello Giuseppina Cataldi Roberto Cattaneo Alessandro Cattoi Maurizio Cattoi Vanessa Ceccanti Stefano Cecchetti Fabrizio Cecconi Andrea Cenni Susanna Centemero Giulio Cestari Emanuele Chiazzese Giuseppe Ciaburro Monica Ciampi Lucia Cillis Luciano Cimino Rosalba Ciprini Tiziana Cirielli Edmondo Coin Dimitri Colaninno Matteo Colla Jari Colletti Andrea Colmellere Angela Colucci Ale Comaroli Silvana Andreina Comencini Vito Cominardi Claudio Conte Federico Corda Emanuela Corneli Valentina Cortelazzo Piergiorgio Costa Enrico Costanzo Jessica Covolo Silvia Crippa Andrea Crippa Davide Cristina Mirella Critelli Francesco Crosetto Guido Cubeddu Sebastiano Cunial Sara Currò Giovanni D'Alessandro Camillo D'Ambrosio Giuseppe D'Arrando Celeste D'Attis Mauro D'Eramo Luigi D'Ettore Felice Maurizio D'Incà Federico D'Ippolito Pino D'Orso Valentina D'Uva Francesco Dadone Fabiana Daga Federica Dal Moro Gian Pietro Dall'Osso Matteo Dara Andrea De Angelis Sara De Carlo Luca De Carlo Sabrina De Filippo Vito De Giorgi Rosalba De Girolamo Carlo Ugo De Lorenzis Diego De Lorenzo Rina De Luca Piero De Maria Andrea De Martini Guido De Menech Roger De Micheli Paola De Toma Massimiliano Deiana Paola Deidda Salvatore Del Barba Mauro Del Basso De Caro Umberto Del Grosso Daniele Del Monaco Antonio Del Re Emanuela Claudia Del Sesto Margherita Della Frera Guido Delmastro Delle Vedove Andrea Delrio Graziano Di Giorgi Rosa Maria Di Lauro Carmen Di Maio Luigi Di Maio Marco Di Muro Flavio Di San Martino Lorenzato Di Ivrea Luis Roberto Di Sarno Gianfranco Di Stasio Iolanda Di Stefano Manlio Dieni Federica Donina Giuseppe Cesare Donno Leonardo Donzelli Giovanni Dori Devis Durigon Claudio Ehm Yana Chiara Emiliozzi Mirella Epifani Ettore Guglielmo Ermellino Alessandra Ermini David Fantinati Mattia Fantuz Marica Faro Marialuisa Fasano Vincenzo Fascina Marta Antonia Fassina Stefano Fassino Piero Fatuzzo Carlo Federico Antonio Fedriga Massimiliano Ferraioli Marzia Ferraresi Vittorio Ferrari Roberto Paolo Ferri Cosimo Maria Ferro Wanda Fiano Emanuele Ficara Paolo Fico Roberto Fidanza Carlo Fioramonti Lorenzo Fiorini Benedetta Fitzgerald Nissoli Fucsia Flati Francesca Fogliani Ketty Fontana Gregorio Fontana Ilaria Fontana Lorenzo Forciniti Francesco Formentini Paolo Fornaro Federico Foscolo Sara Foti Tommaso Fraccaro Riccardo Fragomeli Gian Mario Franceschini Dario Frassinetti Paola Frassini Rebecca Frate Flora Fratoianni Nicola Fregolent Silvia Frusone Luca Fugatti Maurizio Furgiuele Domenico Fusacchia Alessandro Gadda Maria Chiara Gagliardi Manuela Gagnarli Chiara Galantino Davide Galizia Francesca Galli Dario Gallinella Filippo Gallo Luigi Garavaglia Massimo Gariglio Davide Gastaldi Flavio Gava Vannia Gebhard Renate Gelmini Mariastella Gemmato Marcello Gentiloni Silveri Paolo Gerardi Francesca Germanà Antonino Giaccone Andrea Giacomelli Antonello Giacometti Antonietta Giacometto Carlo Giannone Veronica Giarrizzo Andrea Giglio Vigna Alessandro Giordano Conny Giorgetti Giancarlo Giorgis Andrea Giuliano Carla Giuliodori Paolo Gobbato Claudia Golinelli Guglielmo Grande Marta Gribaudo Chiara Grillo Giulia Grimaldi Nicola Grimoldi Paolo Grippa Carmela Gubitosa Michele Guerini Lorenzo Guidesi Guido Gusmeroli Alberto Luigi Ianaro Angela Iezzi Igor Giancarlo Incerti Antonella Invernizzi Cristian Invidia Niccolò Iorio Marianna Iovino Luigi L'Abbate Giuseppe La Marca Francesca Labriola Vincenza Lacarra Marco Lapia Mara Latini Giorgia Lattanzio Paolo Lazzarini Arianna Legnaioli Donatella Lepri Stefano Librandi Gianfranco Licatini Caterina Liuni Marzio Liuzzi Mirella Lo Monte Carmelo Locatelli Alessandra Lolini Mario Lollobrigida Francesco Lombardo Antonio Longo Fausto Lorefice Marialucia Lorenzoni Eva Lorenzoni Gabriele Losacco Alberto Lotti Luca Lovecchio Giorgio Lucaselli Ylenja Lucchini Elena Lupi Maurizio Maccanti Elena Macina Anna Madia Maria Anna Maggioni Marco Magi Riccardo Maglione Pasquale Mammì Stefania Manca Alberto Manca Gavino Mancini Claudio Mandelli Andrea Maniero Alvise Manzato Franco Manzo Teresa Maraia Generoso Marattin Luigi Marchetti Riccardo Augusto Mariani Felice Marin Marco Marino Bernardo Marrocco Patrizia Martina Maurizio Martinciglio Vita Martino Antonio Marzana Maria Maschio Ciro Masi Angela Maturi Filippo Mauri Matteo Mazzetti Erica Melicchio Alessandro Menga Rosa Miceli Carmelo Micillo Salvatore Migliore Gennaro Migliorino Luca Milanato Lorena Minardo Antonino Minniti Marco Misiti Carmelo Massimo Molinari Riccardo Mollicone Federico Molteni Nicola Montaruli Augusta Mor Mattia Morani Alessia Morelli Alessandro Morgoni Mario Morrone Jacopo Moschioni Daniele Mugnai Stefano Mulè Giorgio Mura Andrea Mura Romina Murelli Elena Muroni Rossella Musella Graziano Napoli Osvaldo Nappi Silvana Nardi Martina Navarra Pietro Nesci Dalila Nevi Raffaele Nitti Michele Noja Lisa Novelli Roberto Occhionero Giuseppina Occhiuto Roberto Olgiati Riccardo Orfini Matteo Orlando Andrea Orrico Anna Laura Orsini Andrea Osnato Marco Padoan Pietro Carlo Pagani Alberto Pagano Alessandro Pagano Ubaldo Paita Raffaella Palazzotto Erasmo Pallini Maria Palmieri Antonio Palmisano Valentina Panizzut Massimiliano Paolini Luca Rodolfo Papiro Antonella Parentela Paolo Parisse Martina Parolo Ugo Pastorino Luca Patassini Tullio Patelli Cristina Paternoster Paolo Paxia Maria Laura Pedrazzini Claudio Pella Roberto Pellicani Nicola Pentangelo Antonio Perantoni Mario Perconti Filippo Giuseppe Perego Di Cremnago Matteo Pettarin Guido Germano Pettazzi Lino Pezzopane Stefania Piastra Carlo Picchi Guglielmo Piccoli Nardelli Flavia Pignatone Dedalo Cosimo Gaetano Pini Giuditta Pittalis Pietro Pizzetti Luciano Plangger Albrecht Pollastrini Barbara Polverini Renata Porchietto Claudia Portas Giacomo Potenti Manfredi Prestigiacomo Stefania Prestipino Patrizia Pretto Erik Umberto Prisco Emanuele Provenza Nicola Quartapelle Procopio Lia Racchella Germano Raciti Fausto Raduzzi Raphael Raffa Angela Raffaelli Elena Rampelli Fabio Ribolla Alberto Ricciardi Riccardo Ripani Elisabetta Rixi Edoardo Rizzetto Walter Rizzo Gianluca Rizzo Nervo Luca Rizzone Marco Romaniello Cristian Romano Paolo Nicolò Rosato Ettore Rospi Gianluca Rossello Cristina Rossi Andrea Rossini Emanuela Rossini Roberto Rosso Roberto Rostan Michela Rotelli Mauro Rotondi Gianfranco Rotta Alessia Ruffino Daniela Ruggieri Andrea Ruggiero Francesca Anna Ruocco Carla Russo Giovanni Russo Paolo Saccani Jotti Gloria M.R. Saitta Eugenio Salafia Angela Saltamartini Barbara Sangregorio Eugenio Santelli Jole Sapia Francesco Sarli Doriana Sarti Giulia Sasso Rossano Savino Elvira Savino Sandra Scagliusi Emanuele Scalfarotto Ivan Scanu Lucia Scerra Filippo Schirò Angela Schullian Manfred Scoma Francesco Scutellà Elisa Segnana Stefania Segneri Enrica Sensi Filippo Serracchiani Debora Serritella Davide Siani Paolo Sibilia Carlo Sibilia Cosimo Silli Giorgio Silvestri Francesco Silvestri Rachele Silvestroni Marco Siracusano Matilde Siragusa Elisa Sisto Francesco Paolo Sodano Michele Sorte Alessandro Soverini Serse Sozzani Diego Spadafora Vincenzo Spadoni Maria Edera Spena Maria Speranza Roberto Spessotto Arianna Sportiello Gilda Stefani Alberto Stumpo Nicola Suriano Simona Sut Luca Tabacci Bruno Tarantino Leonardo Tartaglione Annaelsa Tasso Antonio Tateo Anna Rita Termini Guia Terzi Claudia Maria Terzoni Patrizia Testamento Rosa Alba Tiramani Paolo Tofalo Angelo Tomasi Maura Tombolato Giovanni Battista Tondo Renzo Tonelli Gianni Topo Raffaele Torto Daniela Trancassini Paolo Trano Raffaele Traversi Roberto Tripiedi Davide Tripodi Elisa Tripodi Maria Trizzino Giorgio Troiano Francesca Tucci Riccardo Turri Roberto Tuzi Manuel Ungaro Massimo Vacca Gianluca Valbusa Vania Valente Simone Valentini Valentino Vallascas Andrea Vallotto Sergio Varchi Maria Carolina Varrica Adriano Vazio Franco Verini Walter Versace Giuseppina Vianello Giovanni Vietina Simona Vignaroli Stefano Villani Virginia Villarosa Alessio Mattia Vinci Gianluca Viscomi Antonio Vitiello Catello Vito Elio Viviani Lorenzo Vizzini Gloria Volpi Leda Volpi Raffaele Zan Alessandro Zanella Federica Zanettin Pierantonio Zangrillo Paolo Zanichelli Davide Zanotelli Giulia Zardini Diego Zennaro Antonio Zicchieri Francesco Ziello Edoardo Zoffili Eugenio Zolezzi Alberto Zordan Adolfo Zucconi Riccardo Sono in missione: Ravetto Laura	
			La seduta, sospesa alle 20,10, è ripresa alle 10,30 di sabato 24 marzo 2018.
			In morte dell’onorevole Graziella Mascia.
ROBERTO GIACHETTI	PRESIDENTE	Sospendo pertanto la seduta.	
			Si riprende la votazione per l’elezione del Presidente della Camera.
ROBERTO GIACHETTI	PRESIDENTE	Comunico che è deceduta l’onorevole Graziella Mascia, già membro della Camera dei deputati nella XIV e XV legislatura. La Presidenza della Camera ha già fatto pervenire ai familiari le espressioni della più sentita partecipazione al loro dolore, che desidero ora rinnovare a nome dell'intera Assemblea.	
			(Quarto scrutinio)
