speaker	role	text	extra
ROBERTO FICO	PRESIDENTE	Comunico che, in data 28 marzo 2018, la Presidente del Senato mi ha inviato la seguente lettera: “Onorevole Presidente, mi pregio comunicarLe che, nella seduta odierna, il Senato della Repubblica ha proceduto alla costituzione del Consiglio di Presidenza. Sono risultati eletti Vicepresidenti i senatori Calderoli, La Russa, Taverna e Rossomando. Sono altresì stati eletti Questori i senatori De Poli, Arrigoni e Bottici. Sono stati infine eletti Segretari i senatori Tosato, Giro, Nisini, Carbone, Castaldi, Montevecchi, Puglia e Pisani Giuseppe. Con i migliori saluti. Firmato: Maria Elisabetta Alberti Casellati”.	
ROBERTO FICO	PRESIDENTE	Chiedo al deputato segretario provvisorio di dare lettura dell’apposito elenco.	
			Annunzio della formazione di componenti politiche nell’ambito del gruppo parlamentare Misto e affidamento dei poteri attribuiti dal Regolamento.
EDMONDO CIRIELLI	Segretario provvisorio	legge: Comunico che, ai sensi dell’articolo 14, commi 1 e 4, del Regolamento, si sono costituiti i seguenti gruppi parlamentari, con la riserva di procedere successivamente alle nomine dei componenti mancanti dei rispettivi uffici di presidenza o comitati direttivi, nomine delle quali sarà data comunicazione all’Assemblea: gruppo MoVimento 5 Stelle presidente e portavoce: Giulia Grillo, vicepresidente vicaria: Laura Castelli, vicepresidenti: Giuseppe Brescia, Francesco Silvestri, Maria Edera Spadoni, Alberto Zolezzi, segretari con delega d’Aula: Azzurra Pia Maria Cancelleri, Daniele Del Grosso, Francesco D’Uva, tesoriere: Sergio Battelli; gruppo Lega-Salvini Premier presidente: Giancarlo Giorgetti, vicepresidente vicario: Nicola Molteni, tesoriere: Massimo Garavaglia; gruppo Partito Democratico presidente: Graziano Delrio; gruppo Forza Italia-Berlusconi Presidente presidente: Mariastella Gelmini; gruppo Fratelli d’Italia presidente: Fabio Rampelli; gruppo Misto presidente: Federico Fornaro. L’elenco dei componenti dei gruppi, formato sulla base delle dichiarazioni rese dai deputati ai sensi dell’articolo 14, comma 2, del Regolamento, sarà pubblicato in calce al resoconto della seduta odierna.	
ROBERTO FICO	PRESIDENTE	Chiedo al deputato segretario provvisorio di dare lettura dell’apposito elenco.	
			Annunzio delle dimissioni del Presidente del Consiglio dei ministri.
EDMONDO CIRIELLI	Segretario provvisorio	legge: Comunico che è stata autorizzata, ai sensi dell’articolo 14, comma 5, del Regolamento la formazione della seguente componente politica nell’ambito del gruppo parlamentare Misto: Minoranze Linguistiche, cui aderiscono i deputati Renate Gebhard, Albrecht Plangger, Emanuela Rossini e Manfred Schullian, eletti nella lista SVP-PATT nella circoscrizione Trentino-Alto Adige (richiesta pervenuta in data 28 marzo 2018). Il deputato Manfred Schullian ne è stato designato rappresentante. Comunico altresì che il presidente del gruppo parlamentare Misto ha reso noto che il deputato Manfred Schullian è stato nominato vicepresidente del gruppo in rappresentanza della componente politica Minoranze Linguistiche. Comunico, inoltre, che è stata autorizzata ai sensi dell’articolo 14, comma 5, del Regolamento, la formazione della seguente componente politica “Liberi e Uguali” nell’ambito del gruppo parlamentare Misto, cui aderiscono i deputati Pier Luigi Bersani, Laura Boldrini, Federico Conte, Ettore Guglielmo Epifani, Stefano Fassina, Federico Fornaro, Nicola Fratoianni, Rossella Muroni, Giuseppina Occhionero, Erasmo Palazzotto, Luca Pastorino, Michela Rostan, Roberto Speranza e Nicola Stumpo (richiesta pervenuta in data 28 marzo 2018). Il deputato Ettore Guglielmo Epifani ne è stato designato rappresentante. Comunico altresì che il presidente del gruppo parlamentare Misto ha reso noto che il deputato Ettore Guglielmo Epifani è stato nominato vicepresidente del gruppo in rappresentanza della componente politica “Liberi e Uguali”. Comunico, infine, che è stata autorizzata, ai sensi dell’articolo 14, comma 5, del Regolamento, la formazione della seguente componente politica: “Noi con l’Italia”, nell’ambito del gruppo parlamentare Misto, cui aderiscono i deputati Maurizio Lupi, Enrico Costa, Renzo Tondo e Alessandro Colucci; la richiesta è pervenuta in data 28 marzo 2018. Il deputato Maurizio Lupi ne è stato designato rappresentante.	
			Votazione per l’elezione di quattro Vicepresidenti, di tre Questori e di otto Segretari.
ROBERTO FICO	PRESIDENTE	Comunico che, in data 24 marzo 2018, il Presidente del Consiglio dei ministri mi ha inviato la seguente lettera: “Onorevole Presidente, la informo che in data odierna ho rassegnato al Capo dello Stato le mie dimissioni. Il Presidente della Repubblica si è riservato di decidere e ha invitato il Governo a restare in carica per il disbrigo degli affari correnti. Firmato: Paolo Gentiloni”.	
ROBERTO FICO	PRESIDENTE	L’ordine del giorno reca la votazione per schede per l’elezione di quattro Vicepresidenti, di tre Questori e di otto Segretari. Conformemente alla prassi relativa alle votazioni per schede, la chiama sarà effettuata secondo l’ordine alfabetico. A ciascun deputato saranno consegnate tre schede per l’elezione rispettivamente dei Vicepresidenti (scheda di colore verde), dei Questori (scheda di colore giallo) e dei Segretari (scheda di colore rosa). A norma dell’articolo 5, comma 2, del Regolamento, ciascun deputato può scrivere sulla propria scheda non più di due nomi per i Vicepresidenti e per i Questori e non più di quattro per i Segretari. Le schede eventualmente recanti un numero di nomi superiore a quello fissato saranno dichiarate nulle. La nullità del voto riguardante uno dei nominativi indicati non comporterà automaticamente la nullità del voto riguardante l’altro o gli altri nominativi. Avverto inoltre che, avendo taluni deputati lo stesso cognome, ove si intenda votare per uno di essi, occorrerà indicare sulla scheda, ai fini dell’attribuzione del voto, sia il cognome sia il nome dell’interessato. In mancanza dell’indicazione del nome, il voto sarà considerato nullo (in questo senso il precedente della seduta del 28 aprile 2006). Saranno, inoltre, considerate nulle le schede recanti segni di riconoscimento. Saranno eletti coloro che ottengono il maggior numero di voti. Per agevolare il computo dei voti ogni deputato deporrà la scheda in tre urne distinte, collocate al di fuori della cabina di voto. Nella seduta odierna, per quanto concerne la chiama e, in generale, lo svolgimento della votazione, le funzioni di segretari saranno svolte dai segretari provvisori, già individuati a norma dell’articolo 2, comma 2, del Regolamento. Le operazioni di scrutinio saranno invece effettuate da dodici deputati estratti a sorte, ai sensi dell’articolo 6, comma 2, del Regolamento. Estraggo, quindi, a sorte i nomi dei dodici deputati componenti la commissione di scrutino. Vorrei pregare i deputati che saranno sorteggiati, che sono presenti in Aula, di voler dare un cenno di assenso. (Segue il sorteggio). Comunico che la Commissione di scrutinio risulta composta dai deputati: Fasano, Manzato, Maccanti, Di Giorgi, Viviani, Lapia, Sut, Murelli, Trizzino, Benamati, Baldelli e Gavino Manca. Indìco la votazione per schede. Per agevolare le operazioni di voto, invito i deputati ad avvicinarsi al banco della Presidenza seguendo il proprio turno di votazione, che è evidenziato sul tabellone elettronico, evitando quindi di stazionare nell’emiciclo e di rendere così più difficoltosa l’espressione del voto. Invito i deputati segretari provvisori a procedere alla chiama. (Segue la votazione).	
			La seduta, sospesa alle 15,25, è ripresa alle 17,10.
			Comunicazione del risultato della votazione per l’elezione di quattro Vicepresidenti, di tre Questori e di otto Segretari.
ROBERTO FICO	PRESIDENTE	Dichiaro chiusa la votazione. Invito la commissione di scrutinio a procedere, nella sala dei Ministri, allo spoglio delle schede. Sospendo la seduta fino al termine delle operazioni di scrutinio.	
			Modifica nella composizione dell’ufficio di presidenza di un gruppo parlamentare.
ROBERTO FICO	PRESIDENTE	Comunico il risultato della votazione per l'elezione di quattro Vicepresidenti: Presenti e votanti……616 Hanno ottenuto voti: Carfagna 259; Fontana Lorenzo 222; Spadoni 213; Rosato 145. Voti dispersi…….........15 Schede bianche…….....20 Schede nulle…………...4 Proclamo eletti Vicepresidenti i deputati Maria Rosaria Carfagna, Lorenzo Fontana, Maria Edera Spadoni ed Ettore Rosato (Applausi). Comunico il risultato della votazione per l'elezione di tre Questori: Presenti e votanti…......616 Hanno ottenuto voti: Fraccaro 269; Fontana Gregorio 232; Cirielli 213; Di Giorgi 112. Voti dispersi……………15 Schede bianche…………12 Schede nulle…................14 Proclamo eletti Questori i deputati Riccardo Fraccaro, Gregorio Fontana e Edmondo Cirielli (Applausi). Comunico il risultato della votazione per l'elezione di otto Segretari di Presidenza: Presenti e votanti…………616 Hanno ottenuto voti: Scoma 250; Comaroli 246; Liuni 243; Volpi Raffaele 228; Cancelleri 217; Liuzzi 213; Spadafora 207; Sibilia Carlo 199; Morani 104. Voti dispersi .......................24 Schede bianche……............23 Schede nulle..........................2 Proclamo eletti Segretari di Presidenza i deputati Francesco Scoma, Silvana Andreina Comaroli, Marzio Liuni, Raffaele Volpi, Azzurra Pia Maria Cancelleri, Mirella Liuzzi, Vincenzo Spadafora e Carlo Sibilia (Applausi). Porgo il mio saluto ai membri dell’Ufficio di Presidenza neoeletti, ai quali comunico che l’Ufficio stesso è convocato tra quindici minuti nella biblioteca del Presidente. Poiché nell’Ufficio di Presidenza testé eletto non è presente alcun rappresentante del gruppo Misto, occorrerà procedere alla necessaria integrazione, ai sensi dell’articolo 5, commi 4 e 6 del Regolamento, che avrà luogo, come già convenuto in sede di Conferenza dei presidenti di gruppo, nella seduta di martedì 3 aprile, alle ore 14. Hanno preso parte alla votazione: Acquaroli Francesco Acunzo Nicola Adelizzi Cosimo Aiello Davide Aiello Piera Alaimo Roberta Alemanno Maria Soave Amitrano Alessandro Andreuzza Giorgia Angelucci Antonio Angiola Nunzio Annibali Lucia Anzaldi Michele Aprea Valentina Aprile Nadia Aresta Giovanni Luca Ascani Anna Ascari Stefania Azzolina Lucia Badole Mirco Bagnasco Roberto Baldelli Simone Baldino Vittoria Baratto Raffaele Barbuto Elisabetta Maria Barelli Paolo Baroni Annalisa Baroni Massimo Enrico Bartolozzi Giusi Basini Giuseppe Battelli Sergio Battilocchio Alessandro Bazoli Alfredo Bazzaro Alex Bella Marco Bellachioma Giuseppe Ercole Bellucci Maria Teresa Belotti Daniele Benamati Gianluca Bendinelli Davide Benedetti Silvia Benigni Stefano Benvenuto Alessandro Manuel Berardini Fabio Bergamini Deborah Berlinghieri Marina Bersani Pier Luigi Berti Francesco Bianchi Matteo Luigi Biancofiore Michaela Bignami Galeazzo Billi Simone Bilotti Anna Binelli Diego Bisa Ingrid Bitonci Massimo Boccia Francesco Boldi Rossana Boldrini Laura Bologna Fabiola Bonafede Alfonso Bond Dario Boniardi Fabio Massimo Bonomo Francesca Bordo Michele Bordonali Simona Borghese Mario Borghi Claudio Borghi Enrico Boschi Maria Elena Braga Chiara Brescia Giuseppe Brunetta Renato Bruno Bossio Vincenza Bruno Raffaele Bucalo Carmela Buffagni Stefano Buompane Giuseppe Businarolo Francesca Butti Alessio Cabras Pino Cadeddu Luciano Caffaratto Gualtiero Calabria Annagrazia Campana Micaela Cancelleri Azzurra Pia Maria Cannatelli Pasquale Cannizzaro Francesco Cantalamessa Gianluca Cantini Laura Cantone Carla Caon Roberto Caparvi Virginio Capitanio Massimiliano Cappellacci Ugo Cappellani Santi Carabetta Luca Carbonaro Alessandra Cardinale Daniela Carè Nicola Carelli Emilio Caretta Maria Cristina Carfagna Maria Rosaria Carinelli Paola Carnevali Elena Carrara Maurizio Casa Vittoria Casciello Luigi Casino Michele Caso Andrea Cassese Gianpaolo Cassinelli Roberto Castelli Laura Castiello Giuseppina Cataldi Roberto Cattaneo Alessandro Cattoi Maurizio Cattoi Vanessa Cavandoli Laura Ceccanti Stefano Cecchetti Fabrizio Cecconi Andrea Cenni Susanna Centemero Giulio Cestari Emanuele Chiazzese Giuseppe Ciaburro Monica Ciampi Lucia Cillis Luciano Cimino Rosalba Ciprini Tiziana Cirielli Edmondo Coin Dimitri Colaninno Matteo Colla Jari Colletti Andrea Colmellere Angela Colucci Ale Comaroli Silvana Andreina Comencini Vito Cominardi Claudio Conte Federico Corda Emanuela Corneli Valentina Cortelazzo Piergiorgio Costa Enrico Costanzo Jessica Covolo Silvia Crippa Andrea Crippa Davide Cristina Mirella Critelli Francesco Crosetto Guido Cubeddu Sebastiano Currò Giovanni Dadone Fabiana Daga Federica Dal Moro Gian Pietro D'alessandro Camillo Dall'osso Matteo D'ambrosio Giuseppe Dara Andrea D'arrando Celeste D'attis Mauro De Angelis Sara De Carlo Luca De Carlo Sabrina De Filippo Vito De Giorgi Rosalba De Girolamo Carlo Ugo De Lorenzis Diego De Lorenzo Rina De Luca Piero De Maria Andrea De Martini Guido De Menech Roger De Micheli Paola De Toma Massimiliano Deiana Paola Deidda Salvatore Del Barba Mauro Del Basso De Caro Umberto Del Grosso Daniele Del Monaco Antonio Del Re Emanuela Claudia Del Sesto Margherita Della Frera Guido Delmastro Delle Vedove Andrea Delrio Graziano D'eramo Luigi D'ettore Felice Maurizio Di Giorgi Rosa Maria Di Lauro Carmen Di Maio Luigi Di Maio Marco Di Muro Flavio Di San Martino Lorenzato Luis Roberto Di Sarno Gianfranco Di Stasio Iolanda Di Stefano Manlio Dieni Federica D'incà Federico D'ippolito Giuseppe Donina Giuseppe Cesare Donno Leonardo Donzelli Giovanni Dori Devis D'orso Valentina Durigon Claudio D'uva Francesco Ehm Yana Chiara Emiliozzi Mirella Epifani Ettore Guglielmo Ermellino Alessandra Ermini David Fantinati Mattia Fantuz Marica Faro Marialuisa Fasano Vincenzo Fascina Marta Antonia Fassina Stefano Fassino Piero Fatuzzo Carlo Federico Antonio Ferraioli Marzia Ferraresi Vittorio Ferrari Roberto Paolo Ferri Cosimo Maria Ferro Wanda Fiano Emanuele Ficara Paolo Fidanza Carlo Fioramonti Lorenzo Fiorini Benedetta Fitzgerald Nissoli Fucsia Flati Francesca Fogliani Ketty Fontana Gregorio Fontana Ilaria Fontana Lorenzo Forciniti Francesco Formentini Paolo Fornaro Federico Foscolo Sara Foti Tommaso Fraccaro Riccardo Fragomeli Gian Mario Franceschini Dario Frassinetti Paola Frassini Rebecca Frate Flora Fratoianni Nicola Fregolent Silvia Frusone Luca Fugatti Maurizio Furgiuele Domenico Fusacchia Alessandro Gadda Maria Chiara Gagliardi Manuela Gagnarli Chiara Galantino Davide Galizia Francesca Galli Dario Gallinella Filippo Gallo Luigi Garavaglia Massimo Gariglio Davide Gastaldi Flavio Gava Vannia Gebhard Renate Gelmini Mariastella Gemmato Marcello Gentiloni Silveri Paolo Gerardi Francesca Germanà Antonino Giaccone Andrea Giachetti Roberto Giacomelli Antonello Giacometto Carlo Giacomoni Sestino Giannone Veronica Giarrizzo Andrea Giglio Vigna Alessandro Giordano Conny Giorgetti Giancarlo Giorgis Andrea Giuliano Carla Giuliodori Paolo Gobbato Claudia Golinelli Guglielmo Grande Marta Gribaudo Chiara Grillo Giulia Grimaldi Nicola Grimoldi Paolo Grippa Carmela Gubitosa Michele Guerini Lorenzo Guidesi Guido Gusmeroli Alberto Luigi Ianaro Angela Iezzi Igor Giancarlo Incerti Antonella Invernizzi Cristian Invidia Niccolò Iorio Marianna Iovino Luigi La Marca Francesca Labriola Vincenza Lacarra Marco Lapia Mara Latini Giorgia Lattanzio Paolo Lazzarini Arianna Legnaioli Donatella Lepri Stefano Librandi Gianfranco Licatini Caterina Liuni Marzio Liuzzi Mirella Lo Monte Carmelo Locatelli Alessandra Lolini Mario Lollobrigida Francesco Lombardo Antonio Longo Fausto Lorefice Marialucia Lorenzin Beatrice Lorenzoni Eva Lorenzoni Gabriele Losacco Alberto Lotti Luca Lovecchio Giorgio Lucaselli Ylenja Lucchini Elena Maccanti Elena Macina Anna Madia Maria Anna Maggioni Marco Magi Riccardo Maglione Pasquale Mammì Stefania Manca Alberto Manca Gavino Mancini Claudio Mandelli Andrea Maniero Alvise Manzato Franco Manzo Teresa Maraia Generoso Marattin Luigi Marchetti Riccardo Augusto Mariani Felice Marin Marco Marino Bernardo Marrocco Patrizia Martina Maurizio Martinciglio Vita Martino Antonio Marzana Maria Maschio Ciro Masi Angela Maturi Filippo Mauri Matteo Mazzetti Erica Melicchio Alessandro Melilli Fabio Meloni Giorgia Menga Rosa Miceli Carmelo Micillo Salvatore Migliore Gennaro Migliorino Luca Milanato Lorena Minardo Antonino Minniti Marco Misiti Carmelo Massimo Molinari Riccardo Mollicone Federico Molteni Nicola Montaruli Augusta Mor Mattia Morani Alessia Morassut Roberto Morelli Alessandro Moretto Sara Morgoni Mario Morrone Jacopo Moschioni Daniele Mugnai Stefano Mulè Giorgio Mura Andrea Mura Romina Murelli Elena Muroni Rossella Musella Graziano Napoli Osvaldo Nappi Silvana Nardi Martina Nesci Dalila Nevi Raffaele Nitti Michele Nobili Luciano Noja Lisa Novelli Roberto Occhionero Giuseppina Occhiuto Roberto Olgiati Riccardo Orfini Matteo Orlando Andrea Orrico Anna Laura Orsini Andrea Osnato Marco Padoan Pietro Carlo Pagani Alberto Pagano Alessandro Pagano Ubaldo Paita Raffaella Palazzotto Erasmo Pallini Maria Palmieri Antonio Palmisano Valentina Panizzut Massimiliano Paolini Luca Rodolfo Papiro Antonella Parentela Paolo Parisse Martina Parolo Ugo Pastorino Luca Patassini Tullio Patelli Cristina Paternoster Paolo Paxia Maria Laura Pedrazzini Claudio Pella Roberto Pellicani Nicola Pentangelo Antonio Perantoni Mario Perconti Filippo Giuseppe Perego Di Cremnago Matteo Pettarin Guido Germano Pettazzi Lino Pezzopane Stefania Piastra Carlo Picchi Guglielmo Piccoli Nardelli Flavia Pignatone Dedalo Cosimo Gaetano Pini Giuditta Pittalis Pietro Pizzetti Luciano Plangger Albrecht Polidori Catia Pollastrini Barbara Polverini Renata Porchietto Claudia Portas Giacomo Potenti Manfredi Prestigiacomo Stefania Prestipino Patrizia Pretto Erik Umberto Prisco Emanuele Provenza Nicola Quartapelle Procopio Lia Racchella Germano Raciti Fausto Raduzzi Raphael Raffa Angela Raffaelli Elena Rampelli Fabio Ravetto Laura Ribolla Alberto Ricciardi Riccardo Ripani Elisabetta Rixi Edoardo Rizzetto Walter Rizzo Gianluca Rizzo Nervo Luca Rizzone Marco Romaniello Cristian Romano Andrea Romano Paolo Nicolò Rosato Ettore Rospi Gianluca Rossello Cristina Rossi Andrea Rossini Emanuela Rossini Roberto Rosso Roberto Rostan Michela Rotelli Mauro Rotondi Gianfranco Rotta Alessia Ruffino Daniela Ruggieri Andrea Ruggiero Francesca Anna Ruocco Carla Russo Giovanni Russo Paolo Saccani Jotti Gloria M.R. Saitta Eugenio Salafia Angela Saltamartini Barbara Sangregorio Eugenio Santelli Jole Sapia Francesco Sarli Doriana Sarro Carlo Sarti Giulia Sasso Rossano Savino Elvira Savino Sandra Scagliusi Emanuele Scalfarotto Ivan Scanu Lucia Scerra Filippo Schirò Angela Schullian Manfred Scoma Francesco Scutellà Elisa Segnana Stefania Segneri Enrica Sensi Filippo Serracchiani Debora Serritella Davide Siani Paolo Sibilia Carlo Sibilia Cosimo Silli Giorgio Silvestri Francesco Silvestri Rachele Silvestroni Marco Siracusano Matilde Siragusa Elisa Sisto Francesco Paolo Sodano Michele Sorte Alessandro Soverini Serse Sozzani Diego Spadafora Vincenzo Spadoni Maria Edera Spena Maria Speranza Roberto Spessotto Arianna Sportiello Gilda Squeri Luca Stefani Alberto Stumpo Nicola Suriano Simona Sut Luca Tabacci Bruno Tarantino Leonardo Tartaglione Annaelsa Tasso Antonio Tateo Anna Rita Termini Guia Terzi Claudia Maria Terzoni Patrizia Testamento Rosa Alba Tiramani Paolo Toccafondi Gabriele Tofalo Angelo Tomasi Maura Tombolato Giovanni Battista Tondo Renzo Tonelli Gianni Topo Raffaele Torto Daniela Trancassini Paolo Trano Raffaele Traversi Roberto Tripiedi Davide Tripodi Elisa Tripodi Maria Trizzino Giorgio Troiano Francesca Tucci Riccardo Turri Roberto Tuzi Manuel Ungaro Massimo Vacca Gianluca Valbusa Vania Valente Simone Valentini Valentino Vallascas Andrea Vallotto Sergio Varrica Adriano Vazio Franco Verini Walter Versace Giuseppina Vianello Giovanni Vietina Simona Vignaroli Stefano Villani Virginia Villarosa Alessio Vinci Gianluca Viscomi Antonio Vitiello Catello Vito Elio Viviani Lorenzo Vizzini Gloria Volpi Leda Volpi Raffaele Zan Alessandro Zanella Federica Zanettin Pierantonio Zangrillo Paolo Zanichelli Davide Zanotelli Giulia Zardini Diego Zennaro Antonio Zicchieri Francesco Ziello Edoardo Zoffili Eugenio Zolezzi Alberto Zordan Adolfo Zucconi Riccardo	
			Su un lutto del deputato Pietro Navarra.
ROBERTO FICO	PRESIDENTE	Comunico che il presidente del gruppo parlamentare Misto, con lettera in data odierna, ha reso noto che il deputato Maurizio Lupi è stato nominato vicepresidente del gruppo in rappresentanza della componente politica “Noi con l’Italia”.	
			Ordine del giorno della prossima seduta.
ROBERTO FICO	PRESIDENTE	Comunico che il collega Pietro Navarra è stato colpito da un grave lutto: la perdita della madre. Al collega la Presidenza della Camera ha già fatto pervenire le espressioni della più sentita partecipazione al suo dolore, che desidera ora rinnovare anche a nome di tutta l’Assemblea.	
			La seduta termina alle 17,15.
			ELENCO DEI COMPONENTI DEI GRUPPI PARLAMENTARI:
			IL CONSIGLIERE CAPO
			DEL SERVIZIO RESOCONTI
			ESTENSORE DEL PROCESSO VERBALE
			Dott. Renzo Dickmann
			Licenziato per la stampa alle 18,50.
